"created_at","content","tweet_id"
"2012-02-04T11:41:39","RT @abdoty: اقتاحام السفارات السورية في

-لندن
-برلين
-مدريد
-ماليزيا
-الكويت
-القاهرة
-البحرين وغيرهم

والأمن الكويتي الوحيد الذي اعتقل ...","165761935713902592"
"2012-02-04T11:55:13","@KleineSedar 
Ja volgend mij wel.","165765348975575042"
"2012-02-04T13:50:40","hahaha.....
kak dicky luthu di episode 10 @dickymprasetyo","165794402139242497"
"2012-02-04T10:43:07","RT @q8freemoon: ما الذي يحصل في ديرة الامن والامان ؟ وما الغاية 
في الفوضى التي تاثيرها سوف تطال على من فعلها #Kuwait #kuw #q8","165747203741188096"
"2012-02-04T14:10:02","【Fate/Zero】2ndシーズンのOPを歌うのは『kalafina』に決定！
http://t.co/BTwACymc","165799274553147393"
"2012-02-04T11:51:16","RT @InhetOldambt: Ed Verwoerd start ‘Koek en Zopie’ http://t.co/oJNpebNX
 #Oldambt","165764353906315264"
"2012-02-04T14:02:49","RT @nouveauvivre: nieuw binnen: antieke sprinkbok, mooie industriele werkbanken en veel landelijke oude kasten.
www.nouveauvivre.nl","165797460231471104"
"2012-02-04T10:08:41","RT @villaineyez: Weet iemand of je vanavond wel een beetje de weg op kan?

Met de nieuwe beamer moet dat toch geen probleem zijn :-P","165738538573381632"
"2012-02-04T10:49:01","RT @RobBolk: Weer een nieuwe ondernemer op Noordeinde 20 Spijkenisse! Nu de loop stimuleren moet niet zo moeilijk zijn.
Nostalgische str ...","165748688432541696"
"2012-02-04T13:28:58","Net op schaatsbaan geweest met @Mats_sparky en @larsdegroen 
Was gezellig","165788943424557057"
"2012-02-04T09:52:23","Mezelf ziek gelachen om de alcoholtesten van Valerio en Dennis. XD
#proefkonijnen","165734437483593728"
"2012-02-04T10:04:42","Dit moet je maar kunnen want je zou maar eens een verkeerde stap zette
http://t.co/TaH3zKYR","165737536692559873"
"2012-02-04T12:31:05","3月3日（土）

-Stero Genes#6- 

@Nagoya Tight Rope http://t.co/PyWcw43W 
Open&Start 24:00 ※all night 
Adv:1500+1drink","165774373662371840"
"2012-02-04T14:10:35","【Fate/Zero】2ndシーズンのOPを歌うのは『kalafina』に決定！: kalafinaがOPかー
続きを読む
 http://t.co/nbKYZs8Y","165799415641153539"
"2012-02-04T12:31:11","Ket sprint naar beste tijd op 500 m: Rhian Ket heeft zaterdag bij het Nederlands kampioenschap allround in 
Heer... http://t.co/ZBLBIdBM","165774400128417792"
"2012-02-04T11:09:50","Schatje hvj 4 ever wjnmk je bent mn alles voor altijd.     
4-2-12 hartje mn bed","165753928296833024"
"2012-02-04T09:48:02","Omg , lag vogel in de tuin , (dood) en opeens naait ie eruit , hij bewoog niet niks . 

hebben vogels ook 9 levens ofzo?","165733342518583296"
"2012-02-04T11:20:59","@paulcschuijff 
Gaan samen op reis.Frans heeft gisterenavond een infarct gekregen","165756733065666560"
"2012-02-04T11:40:23","#NS Tilburg: defecte trein: Rond Tilburg minder treinen..
Extra reistijd 15 - 30 min.
Duur onbekend.","165761615420067840"
"2012-02-04T11:38:29","앱다운만해도 현금이 팍팍! 맥북에어, 아이패드2, 스타벅스 기프티쇼 까지! 
http://t.co/GEtSqLWP 
ZooMoney 출시기념 대국민 용돈 주고받기 이벤트","165761135377784832"
"2012-02-04T10:42:40","そーいや自分w-inds.の曲聴きながら歌うとき､基本道産子のコーラス歌ってるなー｡ 
好きなんだ､コーラス｡←","165747091497422848"
"2012-02-04T14:12:21",".Rood is voor liefde, 
Zwart is voor haat 
Blauw is je oog als je over me praat","165799859994107905"
"2012-02-04T09:38:15","@Amberrx_x gefeliciteerd schatje ! 
Loveyouubest !","165730879942041600"
"2012-02-04T11:25:21","jeugdplan
http://t.co/6ATS2dbR 
http://t.co/QiKGjIEU 
 @ thuis","165757833407762433"
"2012-02-04T10:28:21","@TijmendeLorm @thijsbouman @davidkerssens spang, heb je er
Gewoon 1 gehaald ?","165743487139069952"
"2012-02-04T10:52:53","@donamin26 
まあねー(ToT)とりあえず当たってほしい(ToT)","165749663109103617"
"2012-02-04T11:53:25","@Blommmmetje Kom naar wijhe dan, ik heb een sneeuw buddy nodig.
En Sem alleen is niet geweldig he.","165764897274216448"
"2012-02-04T11:40:23","#NS Alkmaar: wisselstoring: Rond Alkmaar minder treinen.
Extra reistijd 15 - 30 min.
Duur onbekend.","165761614442803201"
"2012-02-04T10:56:50","RT @yyyarashhi: #この中で一つでも好きな番組があればRT 

嵐にしやがれ
ひみつの嵐ちゃん！
VS嵐
ラッキーセブン
NEWS ZERO
天才！志村どうぶつ園","165750655322030080"
"2012-02-04T11:33:15","RT @bbberrynet: บางครั้ง ก็ดูไม่ออกจริงๆ \"ว่าเธอมีใจให้\" 
หรือ  เธอเป็นแบบนี้กับทุกคน
#bbberrynet","165759818496348161"
"2012-02-04T10:31:19","Nepali U-19 womens
29/0(7 overs)","165744232533995520"
"2012-02-04T11:46:18","@pedaru1114 はロトの剣を見つけた！
毒舌を外した！
攻撃力が8下がった！
いやみったらしさが56下がった！
ロトの剣を装備した！
攻撃力が10上がった！
影響力が47上がった！
#lvequipchange","165763105064886272"
"2012-02-04T12:02:03","#tekening (tekenaar: Os, Pieter Gerardus van) Portret van Jan van Os http://t.co/vdbYdpzD
Rijksmuseum: http://t.co/poOszV2e","165767066538872832"
"2012-02-04T11:09:04","Sander van Doorn amazing ever! 
http://t.co/MxfNmDQ2 via @youtube","165753735379812353"
"2012-02-04T10:09:47","Sneeuw boom (:
http://t.co/yyU4SWSq","165738815883984897"
"2012-02-04T09:53:18","@TheKeiz_swag    jouw ma zou eigelyk naar de verjaardag van mijn ma komen.
maar jou ma is ziek","165734666744246273"
"2012-02-04T11:23:05","RT @aknar123: #この中で好きなアニメあったらRT 
日常
けいおん！
Angel Beats
はがない
ゆるゆり","165757262588157952"
"2012-02-04T14:01:12","@mikan327 
柳井さんってKENJIの??","165797052251516929"
"2012-02-04T11:05:34","RT @TienerWeetjess: Als liefde een misdaad was, dan waren er
heel veel gezochten criminelen. #tw","165752854915719170"
"2012-02-04T12:30:37","RT @Vivooyy Dinner, alone (⌣́_⌣̀) 
.","165774255173283840"
"2012-02-04T14:12:44","BROONY 2-0 #celtic 

#havingapartywhenrangersdie","165799957612343297"
"2012-02-04T11:48:27","3/15(Thu) @CLUB Lizard YOKOHAMA \"Strum It\" vol.23 カラシゴロシ / モナリーズ / 他
OPEN 18:30 / START 19:00","165763646985748480"
"2012-02-04T11:50:28","RT @hotels_search: Hot girls

bit.ly/wkp78u pic.twitter.com/Ue71P2lR","165764154072895488"
"2012-02-04T10:21:57","Zo naar oma:)
Net klaar met inpakken:)","165741877247741952"
"2012-02-04T13:33:31","@x_Dominiquex @NEVERSERIEUS_ ow haha, ik d8 al
die ken ik welxd","165790084778565632"
"2012-02-04T12:13:04","“@TerenceSnelders: HAHAHAH NICE dinsdag eerste 4uur vrij &lt;3___________&lt;3”
Waarom","165769840655736832"
"2012-02-04T10:42:31","@Tobimp ik
Zou het nog eventjes proberen als ik jou was ;)","165747052830146560"
"2012-02-04T11:09:38","shw plz Teacher: 
10 fruits k naam btao

Sardar:

1 amrood,
.
.
.
.
teacher: shabash
.
.

1 Saib,
.
.
.
.
teacher:good , aur?
.
.
.
.
Te ...","165753875247271936"
"2012-02-04T12:25:03","HELP:
Waar kun je ergens rooie thermosokken kopen :-)
http://t.co/d9anJl7T","165772855139778561"
"2012-02-04T12:25:53","RT @ZoFlauw: *Zet telefoon op stil*
- 10 gemiste oproepen.
*Zet telefoon heel hard*
- Niemand belt. #ZoFlauw","165773066314592256"
"2012-02-04T13:26:35","batının yardımı olmadan bir hiç ortadoğu ülkeleri !!!!!
http://t.co/FSiBovBg","165788340480770050"
"2012-02-04T10:35:25","暗いよ(ToT)眠いよ(ToT)
乗り換え緊張したぁ(T-T)←","165745267734347776"
"2012-02-04T09:59:24","@nana777auc 
AAAのQ可愛いよ‼♡","165736200899018752"
"2012-02-04T10:50:11","年齢詐称はイケナイぞw RT @maron_1231: maronにお似合いの言葉　「　永　遠　の　１　７　歳　」 http://t.co/01jRoBCN 
センチメンタルジャーニー♪٩(๑ơలơ)۶♥","165748982511968256"
"2012-02-04T11:40:13","@jeffrey52 Hallo Jeffrey klik op de link hieronder, en bekijk het filmpje. Bij interesse stuur mij een mail.
http://t.co/TM7dq1JS","165761572659142656"
"2012-02-04T13:30:35","#Dier&Buitenleven is er klaar mee! De #aanbieding is ??
#Gratis 3 kg #kattenvoer bij aankoop van #Kattenbakvulling!!www.dierenbuitenleven.nl","165789347629645825"
"2012-02-04T13:33:22","Nieuw bij BikeStudio Zipp 404 Firecrest carbon wielen in de collectie.
http://t.co/OUCHFZ6o","165790047784800256"
"2012-02-04T13:44:17","RT @dj_event_7716: 【拡散希望2】
open/start 18:30 adv/¥2.000 door/¥2.500DJs/nanairoCREW
予約はリプライでも受付けています！！アフターパーティーを22:30からイマージュカフェでやります！出演者がD ...","165792795523690496"
"2012-02-04T14:00:33","Mlm Minggu Mabok duren....
gaggaggaggagggg.....","165796889311191041"
"2012-02-04T13:19:58","@viihcaarvalho kkkkk 
#TeeeAmoooo","165786676801712128"
"2012-02-04T10:46:24","Time: 19:00 min Size: 354 MB Screen: Hier




Uploader Scanner
Password: Scanner... http://t.co/xpcfnjuq","165748028475584513"
"2012-02-04T11:13:36","Aangeboden: Schitterend landelijk dressoir \"Lifestyle\".:  - Prijs: Bieden - Datum: Vandaag -
				Schitterend lan... http://t.co/eGoFRYl0","165754875412623360"
"2012-02-04T11:33:47",":-)) “@LJHCoppens: Geheurd: brug bij Zaltbommel afgesloten van 17-2 tm 21-2 !!
#oeteldonkvoordebosschenaren”","165759953116741632"
"2012-02-04T13:29:33","@veronieeee we♥sammie,  we♥britney
maar het belangrijkste I♥you","165789088476184579"
"2012-02-04T10:11:11","このアドレスを出会い系サイトにでも登録してやるか
welwitschia-p-pierrot@disney.ne.jp","165739167052075009"
"2012-02-04T10:51:10","@_heartless_x はピンクのパラソルを見つけた！
縄を外した！
攻撃力が7下がった！
あらっぽさが25下がった！
ピンクのパラソルを装備した！
攻撃力が2上がった！
くるおしさが26上がった！
#lvequipchange","165749230051393536"
"2012-02-04T12:13:04","Aangeboden: Bodemvondst steengoed pulletje uit de 16e eeuw:  - Prijs: € 17,50 - Datum: Vandaag -
				Een klein s... http://t.co/67Xa2dJW","165769838906716161"
"2012-02-04T10:16:50","Zoon zit voor open haard;zijn gele vlammen heter dan blauwe vlammen? Waarom? Moet je dit ook met water blussen?
Klantje voor jeugdbrandweer?","165740591408365569"
"2012-02-04T13:26:35","RT @xtypischtieners: ziekenhuis: 112, even geduld alstublieft.

ik: oké, wacht nog eventjes.

moordenaar: ok.","165788341747453952"
"2012-02-04T13:48:05","#havingapartywhenrangersdie 
#havingapartywhenrangersdie 
#havingapartywhenrangersdie 
#havingapartywhenrangersdie","165793751183269889"
"2012-02-04T12:23:37","RT @ZoFlauw: *Zet telefoon op stil*
- 10 gemiste oproepen.
*Zet telefoon heel hard*
- Niemand belt. #ZoFlauw","165772495780184064"
"2012-02-04T10:52:30","Gençler inanmış başarmış.
Bize de beğenmek düşer :) http://t.co/JyTe8D9h","165749564014460928"
"2012-02-04T11:15:19","Mooi appartement te koop in de Reeshof, Tilburg!! RT aub!
http://t.co/cya07PLB","165755306574491649"
"2012-02-04T11:58:08","@urstrulyMahesh 

-iam u r bigeest fan","165766080437043200"
"2012-02-04T10:04:39","RT @FFevents1: lekker gegeten gisteren bij Feestservice Bauwmans, voor herhaling vatbaar.
en goede keuze van de wijnen @wijnenbauwmans   ...","165737521593073664"
"2012-02-04T10:03:55","Jarig ! 
Eindeljk 16 ! (:","165737337597337600"
"2012-02-04T11:40:11","Gebruik jij Dropbox? Tijdelijk 5 Gb gratis extra ruimte: http://t.co/P2b69rSK
Nog geen account? Meld je dan hier aan: http://t.co/c3JA3PeI","165761567047168001"
"2012-02-04T12:18:18","名前：鬼備前　クラス：D2　 主兵装：狙撃　性格：本当は優しい　固有スキル：味方修復　フィオナコメント『目が可愛いです///』 #BODABURE http://t.co/ZU41HA7T 
回復弾装備","165771156710899712"
"2012-02-04T13:45:17","@swaggerboysim 
kom jij dan gewoon naar huis van ghislaine","165793047953674240"
"2012-02-04T09:44:04","Federale regering wil 3 miljoen euro recupereren bij liftenbouwers: 
De federale regering wil langs de rechtbank... http://t.co/mSxno8Yj","165732341413715969"
"2012-02-04T11:46:24","Omg
Ik
Zie
Enge
ZWERVER","165763128951447552"
"2012-02-04T11:56:09","RT @LindseyKramer1: Ik hou van die meisjes. 
Die m'n leven perfect maken.                  Ze zijn speciaal.        
Je weet zelf wel (l ...","165765582292131841"
"2012-02-04T10:45:51","niaaaaRT @aghniafifah:
Hai RT @piraaapp: haiii\"","165747891686735873"
"2012-02-04T11:08:28","@minmin_Ap 逆だろJK^^^^^^^^
変態パンダポケモンみんみんだよぉ●ω●ｗｗｗｗ","165753583961255937"
"2012-02-04T10:15:43","#2oPeopleILove 
2.@YourZowzy","165740307151982592"
"2012-02-04T11:38:32","@busy_24 
空ミミver.最高‼
【おっきいゼリーにして】に最高に吹いた（笑）","165761150779260928"
"2012-02-04T10:05:08","Voel me misselijk main !
kut gevoel..","165737643328552960"
"2012-02-04T12:08:56","@aychaaaaan くそっ(笑)
焼肉食べてない(ToT)
焼肉食べたい～叙々りたい","165768798824185857"
"2012-02-04T13:37:56","RT @StungByBey: http://t.co/DA1pqpb1
#Beyonce3MillionZEROTweets","165791198089445376"
"2012-02-04T09:42:57","Werken en het koud hebben","165732061561360385"
"2012-02-04T09:46:54","Wauw, ik ben donders belondingsbrokjes in 3e aan het knippen. -____-","165733055036796928"
"2012-02-04T11:24:04","mn hele been is nog steeds blauw van @xPepeH  op de fiets XD","165757510333104130"
"2012-02-04T09:56:01","@xGvHtje dan ga ik met jou trouwen oke?","165735350201876480"
"2012-02-04T09:46:42","@iambrooklynborn heeeey","165733008215777280"
"2012-02-04T11:09:32","@DientjeJongsma dat vriendelijke gezichtje heeft ze van d'r opa!","165753851541069824"
"2012-02-04T10:08:39","バイトで指二本やけどしたー(ToT)めっさ痛い。","165738530121854976"
"2012-02-04T11:26:03","Lekker gefitnisst.","165758010008936448"
"2012-02-04T11:30:00","man kan niet, heb hoge voice","165759001588539392"
"2012-02-04T10:34:58","Allemaal sneeuwballen op onze ruit, wie zullen dat toch geweest zijn?","165745153980641280"
"2012-02-04T11:22:37","Wat een mooie #winterdag wat blijft het toch een mooi gezicht al die sneeuw!","165757142320689155"
"2012-02-04T10:49:11","Wauuw; de tuin... &lt;3! http://t.co/lCtH9l3N","165748731147333634"
"2012-02-04T11:14:45","Kekecilan bgt","165755164672786432"
"2012-02-04T11:28:10","@xjennamartens veel plezier schat! :)","165758539934072832"
"2012-02-04T10:22:03","RT @xDeniceNaomi: Ik scheld niet met \"kanker\".","165741900563877890"
"2012-02-04T10:07:01","Weer pingen met a `` beste schatje; @PLEUNIEHOEKS #gezellig","165738120908775424"
"2012-02-04T10:39:00","Oke nu gaan weer al die mensen toevoegen die k heb verwijderd omdat ik er toch nooit mee praat ..","165746168524054528"
"2012-02-04T10:52:03","Ik ga gewoon naar justin bieber en blijf daar wonen","165749450273329153"
"2012-02-04T10:37:41","Voorganger: de buitenlandse spelers  spelen slecht en maken weinig goede indruk bij het publiek. Zou ze ook zo spelen bij europeese club?","165745834464514048"
"2012-02-04T10:27:11","@tomdehaan98 ik ook, hoelaat kom je naar schaatsbaan?","165743194854785024"
"2012-02-04T11:06:36","@SanneStavast dat weet ik zeker! &lt;333","165753115558158336"
"2012-02-04T10:35:13","Blm ngcht jg☹","165745215263608832"
"2012-02-04T10:46:47","Je maakt het uit omdat je vriendin zonder het te zeggen der twit acc sloot :s","165748126345478144"
"2012-02-04T13:43:28","Ik snap hun lol niet, hele tijd willen ze lachen ?","165792591806349312"
"2012-02-04T12:15:33","@ELISEJANSENX  voel ik me buitengesloten ik heb en ipad mag da dan zijn we de applemaayjes ofseui :D","165770465942577152"
"2012-02-04T13:30:09","@kusjeDaan is er nog wat gebeurt bij safe?","165789238607101953"
"2012-02-04T13:51:24","Een jongen moet gevoellig zijn maar niet te.","165794584847327232"
"2012-02-04T11:58:05","Zometeen naar de kapper","165766071872262144"
"2012-02-04T12:19:04","@JOY19850415 みてまーす(*^^*)ちなみにわたしもサルだとおもったけど違いましたね(ToT)","165771350429007873"
"2012-02-04T13:43:53","RT @JYPentSalahGaul: #PendapatLo stylenya wondergirls?","165792697246957569"
"2012-02-04T11:43:35","@BriannSilva ga je niet meer met levin en max","165762419459768320"
"2012-02-04T14:09:35","@ozbayoglusewda wpn üzerinden bağlantı kurabilirsin benimle sıkıntı yok :)","165799163861286913"
"2012-02-04T14:03:02","& k ben nog dooodmoee..","165797513679474688"
"2012-02-04T12:09:41","@SanzeninMiao b4 sch. U in?","165768991044943872"
"2012-02-04T13:48:14","RT @MichelleRoest @lieke_rondhuis waarom zou je je schuldig voelen? Je hoeft me niet aangestoken te hebben - nee das waar maar kdenk het wel","165793788277698560"
"2012-02-04T11:44:53","Kijk nou toch @Corinvr en @mirjamdc, 'onze' Franz Reichelt is een held! http://t.co/VS5BiLVX","165762746791632896"
"2012-02-04T12:11:34","allah rızsı ıcın yardım edın evıme hacız gelecek acılen oldugu kadar yardım edın zordayım ziraatbank hesap no 564 05845 5001sube kod 0784","165769461113167872"
"2012-02-04T14:06:10","Woning Primulastraat volledig bevroren http://t.co/NbngLVFO #amersfoort","165798302074408960"
"2012-02-04T13:41:01","- Auto Nieuws - Volkswagen Fox 1.2i Trendline € 99,- p/m: Volkswagen Fox, 2007, € 5.950, 65.008 km, Rood... http://t.co/BEd31sP6 #nieuws","165791971921772546"
"2012-02-04T13:58:19","RT @iBeliebKhalil: #WeLoveProphetMohammed is trending! Mashallah&lt;3","165796327811330049"
"2012-02-04T12:00:29","RT @SiwonBiased: 120203 Siwonzone Splash Page Update [1P] http://t.co/PwDlGOyW","165766675780739072"
"2012-02-04T12:27:49","RT @zonneprinses: RT @hanaelisx: RT @AdoraDarchelle: @hanaelisx is mijn kleine elfje ♡","165773553873068032"
"2012-02-04T14:09:25","Whowww lekkere binnenkomst #Oldandwise","165799122564169728"
"2012-02-04T12:00:57","@meikehahnrathsx waarom deed je eigenlijk niet mee met de wedstrijd? Je turnt toch niveau 8 hea? X","165766792311091200"
"2012-02-04T12:25:01","RT @kingson015: k ga zo naar denhaag » Daar woon ik, hehe","165772847585824768"
"2012-02-04T11:52:32","@liekevanlexmond komt daar speciale mogelijkheid voor om met groep 8 te gaan kijken?","165764674040770560"
"2012-02-04T13:38:46","@xKimberley_1993 zeker , dankjewel!!","165791409729843202"
"2012-02-04T11:33:43","oke spullen pakken en naar schatje @xSANNEHENDRiKS_","165759937014796289"
"2012-02-04T10:58:09","RT @Schaapwest_: Ga weg, ik hoef geen valentijn","165750987473158144"
"2012-02-04T11:11:51","@eline_vis omdat ze metproefkonijnen vlees van elkaar gingen eten. Dat is verboden","165754433311997952"
"2012-02-04T10:12:58","@Michelangeloss @StellavanSchaik echt bikkels gaan tot vnavond laat carnavallen","165739616723402752"
"2012-02-04T10:36:39","Nu echt x","165745574417670145"
"2012-02-04T10:20:24","@ryvoo dm vooooo","165741487559163904"
"2012-02-04T11:31:44","oke @anouzka1997 komt zo dus ff douchen en aankleden","165759438194606080"
"2012-02-04T09:49:35","RT @BentvdB_: Met je love stoeien in de sneeuw ♥__♥","165733729740918784"
"2012-02-04T11:23:46","@QuintyLB ben je gisteren gaan sgaatsen","165757434864992256"
"2012-02-04T11:23:16","Haha je hebt nergens zin in @_JBSSx x?","165757309564370944"
"2012-02-04T09:42:42","terlalu kebetulan klo di blng kebetulan -_-","165731997594042369"
"2012-02-04T10:17:54","@sylvanastoter wat een leven","165740855926333440"
"2012-02-04T11:24:47","@reinieranker kijk of bij zo een mobiel winkel of iets","165757689169850368"
"2012-02-04T10:46:03","Vannacht heb ik gewerkt in de koudste nacht sinds een halve eeuw. Dat heb ik gevoeld! #novazemblagevoel","165747943654178817"
"2012-02-04T09:46:49","Russen straat op voor en tegen regering: MOSKOU - Ondanks de extreme winterkou zijn zaterdagochtend duizenden Ru... http://t.co/utAiJONg","165733033641644032"
"2012-02-04T11:28:57","Ik zie in me TL alleen maar #nf, en ik dan? '$","165758739738136578"
"2012-02-04T09:52:47","Let vooral ff op...","165734537966518272"
"2012-02-04T11:01:30","@Dtjeee zo een meisjee van me school","165751830515691520"
"2012-02-04T11:28:51","RT @iladymonster: Gefeliciteerd Dounya , hoop dat jullie lang bij elkaar blijven. &lt;3","165758711086841856"
"2012-02-04T10:04:31","Wie is in sporthal zielhorst en wil ff mn pakje halen bij patrik kaas? @xYOURDREAMS","165737490278395904"
"2012-02-04T11:27:15","RT @GLORIZHA: RT @TJLumalessil: RT @GLORIZHA: RIP DRAKE?! ZIJN JULLIE GRAPPIG OF ZO?? - WTF WIE ZEGT DAT - TOPIC :S - ONZINNNNN","165758311378075648"
"2012-02-04T10:24:28","en dat spul staat bij men ma... #irritant","165742511325855745"
"2012-02-04T09:59:22","Heey vandaag ben ik alleen thuis","165736191889645568"
"2012-02-04T10:24:35","@georgio026 & @daniek28 & @RobinRocks2. Zijn echt schatjes &lt;'3","165742538458796032"
"2012-02-04T09:56:16","@_TeamVieze hahahah maar dan moet ik helemaal naar boven lopen om demi te slaan :(","165735413863026688"
